subject,body,label,source,data_type,sample_id,generation_timestamp,source_file,file_index,umap_x,umap_y,hover_text
Re:,"
If love is the answer, can you please repeat the question? http://imxk.bornforgiveness.com


",1,CEAS-08,Real,,,,,9.984959,3.7350192,"Data Type: Real<br>Label: 1<br>Subject: Re:...<br>Body: 
If love is the answer, can you please repeat the question? http://imxk.bornforgiveness.com


..."
Special offer from our store,"Dear customer.Wanna know how to save much on your medications without having to risk your health? CanadianPharmacy's gonna give you a little hint on it in this letter.Praise the Canadian government and its drug sales taxation system. At CanadianPharmacy you will be able to purchase 100% drugs at a price much lower than that in any USA online pharmacy. CanadianPharmacy � we sell the best and don't charge too much for real quality.Don�t put your health and the health of your relatives in danger � choose http://leadshort.hk.Yours faithfully,Bret Philpot


",1,TREC-07,Real,,,,,12.434229,3.2721076,Data Type: Real<br>Label: 1<br>Subject: Special offer from our store...<br>Body: Dear customer.Wanna know how to save much on your medications without having to risk your health? Ca...
"Re: [R] Why a multi column, tab delimited file has only one column after reading in with	read.table specification sep=""\\t""","Yong Wang wrote: > Dear all: > I have a tab delimited file as following > > AGE WEIGHT    PROTEIN   ........ > 6	20	3	........ > 8	39	4	........ > > I tried to read it as following: > >  data <- read.table(file,sep=""\\t"",header=T); > > but there is only column for the data after reading in,: > > dim(data); > [1] 200 1 > > the column name is ""AGE...WEIGHT...........PROTEIN...."" > > > Any quick suggestion will be appreciated. > >    The most obvious guess is that your file is not really TAB delimited,  but have columns separated by whitespace, i.e. a number of blanks. Some  text editors or emailers will convert one into the other. ______________________________________________ R-help@stat.math.ethz.ch mailing list https://stat.ethz.ch/mailman/listinfo/r-help PLEASE do read the posting guide http://www.R-project.org/posting-guide.html and provide commented, minimal, self-contained, reproducible code.",0,TREC-07,Real,,,,,3.652693,-11.5192375,"Data Type: Real<br>Label: 0<br>Subject: Re: [R] Why a multi column, tab delimited file has...<br>Body: Yong Wang wrote: > Dear all: > I have a tab delimited file as following > > AGE WEIGHT    PROTEIN   ..."
Re: first swipe at ctdb spec file,"ronnie sahlberg wrote:
> There is currently no pCIFS   so I ""took"" the name. :-)

Hmmm...

It's a good name to take, but...
- I think it'll cause some people to confuse the behavior of your pCIFS
  with that of pNFS.
- As I mentioned, Peter Bram did put out something (a proposal, at least)
  using the name pCIFS.  People in the pNFS community are using the name
  pCIFS when they talk about something that'd behave like pNFS.

As with the ""Samba"" name, my guess is that something better will come along.

> please try it out.
> it is pretty cool stuff.

I hope to do so.  It's all about available time and (at the moment)
customers.  :)

Chris -)-----

-- 
""Implementing CIFS - the Common Internet FileSystem""    ISBN: 013047116X
Samba Team -- http://www.samba.org/    -)-----     Christopher R. Hertel
jCIFS Team -- http://jcifs.samba.org/  -)-----  ubiqx development, uninq
ubiqx Team -- http://www.ubiqx.org/    -)-----          crh@ubiqx.mn.org
OnLineBook -- http://ubiqx.org/cifs/   -)-----             crh@ubiqx.org

",0,TREC-07,Real,,,,,5.0503592,3.643134,"Data Type: Real<br>Label: 0<br>Subject: Re: first swipe at ctdb spec file...<br>Body: ronnie sahlberg wrote:
> There is currently no pCIFS   so I ""took"" the name. :-)

Hmmm...

It's a go..."
why pay more for your medicine ?,"extralinguistic slur besotted anathema orographic
you are paying too much for your pharmaceuticals !
generic vi ' agra , ci ' alis , xeni ' cal , som ' a and more . . .
branded quality at generic prices !
seize else angst waxen psychobiology crew credo cumulus draftee
",1,Enron,Real,,,,,12.222384,3.2543068,"Data Type: Real<br>Label: 1<br>Subject: why pay more for your medicine ?...<br>Body: extralinguistic slur besotted anathema orographic
you are paying too much for your pharmaceuticals !..."
Break the spell of bad luck in love,"After this treatment you'll give your girlfriend the deepest penetration ever!
Learn more about this super-remedy!
http://dearbright.com/


. was also used as an example of how unscrupulous speculators profitHow easy is it to become one of them? To join a hedge fund?suspicion arose that three major hedge funds, including Quantum,",1,CEAS-08,Real,,,,,10.007596,2.9870267,"Data Type: Real<br>Label: 1<br>Subject: Break the spell of bad luck in love...<br>Body: After this treatment you'll give your girlfriend the deepest penetration ever!
Learn more about this..."
Direct message from SpamExperts via web,"zz Memory lack of (10min) mt_se_xen1: ON
9.47 MB

SpamExperts / spamexperts

--
follow me at http://twitter.com/spamexperts
reply on the web at http://twitter.com/direct_messages/create/spamexperts
send me a direct message from your phone or IM: D SPAMEXPERTS your message here.
turn off these email notifications at: http://twitter.com/account/notifications


",0,CEAS-08,Real,,,,,8.153545,4.7523746,"Data Type: Real<br>Label: 0<br>Subject: Direct message from SpamExperts via web...<br>Body: zz Memory lack of (10min) mt_se_xen1: ON
9.47 MB

SpamExperts / spamexperts

--
follow me at http://..."
Make yourself more attractive to others,"
Anatrim  The newest and most exciting lose flesh product is now easily available  As told on Oprah
Did you know superfluous body kilos kill more and more people for every new year? We believe that you hate the ugly appearance of those people and the low status they obviously have in modern society. 

Or, maybe, you got no will to withstand pressure of your baneful eating habits. Does it sound familiar? Then we have something for you!

We are proudly introduce you Anatrim, the recent product for the reduction of your bodys extra weight. The most astonishing thing is that Anatrim improves the quality of your life, soothing the feeling of hunger and giving you joyful spirit. Here are what people say about this product:

""Its outstanding! 

Instead of watching TV and eating anything close at hand 

I became keen on taking exercise.

 Anatrim put me back on the right path.

 I feel fit as a fiddle now and there are lots of men in my way!""

Rita R., Boston

""Passive weight losing was of little result to me. This terrible appetite would just kick in and spoil everything. 

One day I heard on Anatrim in the commercial and it brought a great influence on me.

 I had attempted taking it, and my wife said to me that I'm a different person now, 3 months later. 

28 pounds have gone away and I continue to become slimmer! 

And you know, Im an impetuous lover again.""

Mikkey Fox, Chicago

Anatrim helps your mind to realize you doesnt have such a great need for the constant eating. It raises your spirit up, provides you with extra energy, and attacks unnecessary kilos. Especial thanks to its powerful comprehensive formula!!
Find out more on this excellent product now! 
",1,TREC-07,Real,,,,,8.978274,3.3860834,"Data Type: Real<br>Label: 1<br>Subject: Make yourself more attractive to others...<br>Body: 
Anatrim  The newest and most exciting lose flesh product is now easily available  As told on Opra..."
to:,"
Lose weight Fast! Certified 100% Pure South African 
Hoodia.. http://uacor.com

Have you ever wished you ejaculate like a porn star?
Now you can... http://thonr.com

Wish you could rock her world all night long? Now you
can.. http://amzap.com

Add some inches fast, safe and effective as seen on
NBC and prooven to work 100% ... http://abfao.com

If a relaxing moment turns into the right moment, 
will you be ready? http://minjkirrreat.com/

Sounds like a dream? Turn that dream to reality
with this personal device.. http://ctmay.com


---------------------------

PS.. This place gives you free money and best of all 
you get to keep it.. http://getfikem.com/micro/7

",1,TREC-07,Real,,,,,9.294375,3.4622605,"Data Type: Real<br>Label: 1<br>Subject: to:...<br>Body: 
Lose weight Fast! Certified 100% Pure South African 
Hoodia.. http://uacor.com

Have you ever wishe..."
re : account # cox - 9 vo,"hello ,
- lowest rates in 40 years !
- no equity needed
- the most competitive interest rates
as low as 2 . 85 % fixed !
- approval within just 24 hours !
- form takes under 3 minutes to fill out and
there is no obligation .
please click on this link for a no cost qoute by a mortgage broker :
start saving at http : / / doremtral 37 . biz / foradra
best regards ,
sam greenbeck
r 3 mov 3 at website
- - - - - - - - - system info - - - - - - - - - - - -
 rodernivides replated amen degeloging bakize
",1,Enron,Real,,,,,9.792618,2.7991703,"Data Type: Real<br>Label: 1<br>Subject: re : account # cox - 9 vo...<br>Body: hello ,
- lowest rates in 40 years !
- no equity needed
- the most competitive interest rates
as low..."
To beowawe to burnips,"RIDE THE WAVE! 
PH YA IS EXPLODING! 
WATCH IT TRADE ON THURSDAY MAY 17TH!

_ _ _
 
Company: Physicians-Adult-Daycare
Symbol: PH YA 
Price: 0.07 (Up 22%) 
5-day Target: $0.37 
Rating: Agressive Buy 



Adult care is one of the booming Sector. 
Call Your Broker For Details.

",1,TREC-07,Real,,,,,-1.5125304,7.03151,"Data Type: Real<br>Label: 1<br>Subject: To beowawe to burnips...<br>Body: RIDE THE WAVE! 
PH YA IS EXPLODING! 
WATCH IT TRADE ON THURSDAY MAY 17TH!

_ _ _
 
Company: Physicia..."
Re: [R] R keeps crashing when executing 'rlogspline',"Charles C. Berry wrote: > On Thu, 31 May 2007, Jacques Wagnor wrote: >  >> Dear List, >> >> I have a simple model as follows: >> >> x <- rnorm(500) >> library(logspline) >> fit <- logspline(x) >> n <- 1000000 >> y <- replicate(n, sum(rlogspline(rpois(1,10), fit))) # last line >> >  > What you do not see in RGui is this: >  >  >   *** caught segfault *** > address (nil), cause 'memory not mapped' >  > Traceback: >   1: .C(""rpqlsd"", as.double(c(fit$coef.pol, fit$coef.kts)),  > as.double(fit$knots),     as.double(fit$bound), as.integer(0), qq =  > as.double(p), as.integer(length(fit$knots)),     as.integer(length(p)),  > PACKAGE = ""logspline"") >   2: qlogspline(pp, fit) > [rest deleted] >  > I think you are getting zero from rpois(1,10) with larger values of n. >  > rlogspline does not check for n==0 >  > This results in calling qlogspline( numeric(0), fit ) and generates the  > segfault, I guess. >  > So figure out what should happen when rpois(1,10) returns zero and avoid  > calling rlogspline in those cases. And please do not forget to notify the package maintainer that there is  a bug in the package. The maintainer will probably be happy to know  about it. I am CCing to Charles Kooperberg. Uwe Ligges > If 'zero.value' is a suitable value, then this will work: >  >> library(logspline) >> x <- rnorm(500) >> fit <- logspline(x) >> res <- sapply(1:50, function(x) sum(rlogspline(x, fit))) >> n <- 1000000 >> rp <- rpois(n,10) >> y <- c( zero.value, res )[ rp+1 ] ## table lookup is faster! >  > Chuck >  >  >> The problem I keep getting is Rcrashes when doing the last line.  It >> seems to be fine if n is small, but not if n is 1000000.  The message >> I keep getting is: >> >> ""R for Windows GUI front-end has encountered a problem and needs to >> close.  We are sorry for the inconvenience.  If you were in the middle >> of something, the information you were working on might be lost."" >> >> Any insights would be appreciated, >> >> Jacques >> >> platform       i386-pc-mingw32 >> arch           i386 >> os             mingw32 >> system         i386, mingw32 >> status >> major          2 >> minor          5.0 >> year           2007 >> month          04 >> day            23 >> svn rev        41293 >> language       R >> version.string R version 2.5.0 (2007-04-23) >> >> ______________________________________________ >> R-help@stat.math.ethz.ch mailing list >> https://stat.ethz.ch/mailman/listinfo/r-help >> PLEASE do read the posting guide http://www.R-project.org/posting-guide.html >> and provide commented, minimal, self-contained, reproducible code. >> >  > Charles C. Berry                        (858) 534-2098 >                                           Dept of Family/Preventive Medicine > E mailto:cberry@tajo.ucsd.edu	         UC San Diego > http://biostat.ucsd.edu/~cberry/         La Jolla, San Diego 92093-0901 >  > ______________________________________________ > R-help@stat.math.ethz.ch mailing list > https://stat.ethz.ch/mailman/listinfo/r-help > PLEASE do read the posting guide http://www.R-project.org/posting-guide.html > and provide commented, minimal, self-contained, reproducible code. ______________________________________________ R-help@stat.math.ethz.ch mailing list https://stat.ethz.ch/mailman/listinfo/r-help PLEASE do read the posting guide http://www.R-project.org/posting-guide.html and provide commented, minimal, self-contained, reproducible code.",0,TREC-07,Real,,,,,3.738662,-11.573008,"Data Type: Real<br>Label: 0<br>Subject: Re: [R] R keeps crashing when executing 'rlogsplin...<br>Body: Charles C. Berry wrote: > On Thu, 31 May 2007, Jacques Wagnor wrote: >  >> Dear List, >> >> I have a..."
