subject,body,label,source,unique_id,outlier_votes,outlier_methods,pca_1,pca_2,tsne_1,tsne_2
Strange headers on mail from SA users list,"A weird thing has started within the last couple of days. It is only affecting mail received from the SA users mail list and only to mail received from Paul Douglas Franklin of Yakima UGM  The messages have a ""To"" header like this: To: wlbpaliggfad@gregorie.org, ""Users !Can.gregorie.org,     vzs@gregorie.org, qegon@gregorie.org, pe@gregorie.org,     ba@gregorie.org,     m@gregorie.org, nrdm@gregorie.org, qpbvc@gregorie.org,     tutorial?@gregorie.org, nos@gregorie.org, pup@gregorie.org,     e@gregorie.org, ytrg@gregorie.org, eutba@gregorie.org,     zjl@gregorie.org I've edited it slightly: - I line wrapped it - the group ""<81>"" replaces a character with the hex value of 0x81.   I had to change it because in its original form it was corrupting   the header when I pasted it into this message.   I think its not anything malicious and that its bitten mail sent by Mr. Franklin because of something unique in the headers when his response reached the SA listserver. I think it may have something to do with the SA mailing list software. Reasons: - In the past I've noticed that mail I've sent has appeared on the   mailing list minus the first line of the body. When I looked at   what I sent the first line was present and correct - If I pick off the mailbox part of all addresses after the 0x81   byte I get:   ""Can you point me to a good regex tutorial? The one I have    found has"",   which is the first line of Mr. Franklin's message. In the   message I received the body of this message starts from his   second line:    ""given me a lot of good starting stuff, but it doesn't mention   the ?:,"" Has anybody else seen this problem? I'd really like this to be fixed as its littering my mail archiving system with junk addresses. I'm unable to include the message as received - sorry. I've tried, but its content is causing Evolution to corrupt the outgoing headers. Martin",0,CEAS-08,525,3.0,"distance_to_synthetic, dbscan, statistical",3.0348659,-6.3686447,6.0365396,-32.859795
Re: [Python-3000] range() issues,"Alexander Belopolsky wrote:
> On Tue, Apr 29, 2008 at 10:36 PM, Guido van Rossum  wrote:
> ..
>> R = range(N)
>> for i in R:
>>  for j in R:
>>    ....
> 
> You realize that in the snippet above whatever cycles you save by
> creating R once, you give away by creating iter(R) twice.

I'm not so sure about that. Evaluating range(N) involves
a global lookup and Python function call, whereas extracting
an iterator from a C-implemented iterable doesn't.

The difference is likely to be even greater when
there are more arguments involved, such as range(m, n, s).

Also, the range may be getting computed elsewhere. There
are notational conveniences to being able to wrap the
description of a range up into a single object
that can be passed around and iterated over easily.

-- 
Greg
_______________________________________________
Python-3000 mailing list
smsbmo-9552@python.org
http://mail.python.org/mailman/listinfo/python-3000
Unsubscribe: http://mail.python.org/mailman/options/python-3000/python-3000%40tangomu.com


",0,CEAS-08,527,3.0,"dbscan, statistical, tsne_visual",-0.12338885,-0.4965476,55.654667,-46.6956
Problems with Postfix configuration / check_relay_domains and reject_rbl_client,"Hello,

I've got a problem with my current postfix configuration. I definied 
several domains using ""relay_domains"", so that incoming mail is 
accepted. That work's. The problem is in the following part of the 
configuration:

smtpd_recipient_restrictions = check_relay_domains reject_rbl_client 
zen.spamhaus.org reject_unknown_reverse_client_hostname

Here reject_rbl_client does not work, because it is ignored when I use 
check_relay_domains. But Postfix does not work (server configuration 
error) when I don't use check_relay_domains or use check_relay_domains 
after the reject_rbl_client command.

All I want is incoming mail to the specified domains are accepted AND 
checked using RBL lists.

Any idea? Thank you!

Regards, J. Schroeder


",0,CEAS-08,528,2.0,"dbscan, statistical",5.239611,-2.4956377,-5.2687135,-0.7983916
and show how deeply you love him.,"
Dear 8413c360d9ee0da1bf63d573b84c4a5e

Summer is a great time to take a  break off at work and think about your health & personal life.

And we are glad to assist you with it.

 From now on till 1st of  October you can use our limited offer.

Visit our site for more details.

traditionstreet.com

6 Aug 2008 05:53:38


",1,CEAS-08,529,2.0,"distance_to_synthetic, dbscan",2.197562,0.038936518,-18.543295,20.656532
"Re: [opensuse]  Re: 3.5 GB of RAM, Rest Missing",">Thus I'm concluding if it doesn't work then it might be a BIOS issue. Once again:  - The Bios has to reserve address space for PCI devices and usually     reserves between 0.5 and 1 GiB.  - To make the physical RAM that's hidden by that reservation     available, most BIOSs map this RAM beyond the 4 GiB (2^32)    Threshold. - To address that memory, you need a kernel supporting either    PAE or long (i.e. 64 bit) mode. If the memory isn't available, it's rather obvious that it is the BIOS that failed to do the mapping. >In PAE the operating system uses page tables to map this 4 GiB >address space onto the 64 GiB of total memory, and the map is >usually different for each process. You've got something mixed up there. Not the OS but the processor uses page tables and it does that for *all* operating modes, not only PAE, as virtual memory management on x86 and x86-64 relies on page tables. Philipp --  >From mwbfbfl@santronics.com  Sat Apr 26 15:48:55 2008 Message: 2 Date: Sun, 17 Feb 2008 12:32:40 -0500 From: Hector Santos  Subject: Re: [ietf-dkim] Re: ISSUE 1547: SSP-02: MX Record publishing 	mandateto	reduce DNS overhead for SSP Discovery and to 	detectfraudulent messages To: Douglas Otis  Cc: DKIM List  Message-ID: <47B86FB8.8010201@santronics.com> Content-Type: text/plain; charset Douglas Otis wrote: >> I really don't see why it matters from where it sent and how.  Do you  >> have a preferred type of burglar knocking on your door?  >  > Many different doors could be helped by DKIM.  While there might be an  > expectation that those knocking at the front door will validate their  > affiliation, there may be different expectations for those at the back  > door.  The difference might be as simply as not buying wares from those  > at the back door.  When someone escorts them to the front door, they  > might be asked to validate their affiliation, although likely unprepared  > to do so.  While moving everyone to a common doorway may seem ideal,  > this creates a significant problem when the front door carries a greater  > obligation.  Different doors need different policies when there are  > different levels of trust based upon the door used.  At some distant  > point in the future, perhaps all doors will be treated the same, but  > time has not arrived. Doug, That time came long ago. Remember, this is predominately about anonymous vs non-anonymous  transactions and systems have always treaty anonymous and non-anonymous  transactions differently. An anonymous back door is the last thing we want, although this strongly  appears what the ASP model is promoting. :-) --  Sincerely Hector Santos, CTO http://www.santronics.com http://santronics.blogspot.com ------------------------------ _______________________________________________ NOTE WELL: This list operates according to",0,CEAS-08,532,2.0,"dbscan, pca_visual",5.6049223,12.262797,24.31777,64.37208
Great news for disenchanted men!,"Burst onto the scene with your new augmented male package and win all female hearts!
You can trust this method, as it is absolutely natural!
http://milddear.com/


division at Nicosia has become a curiosity to touristsits troops in the area (it maintains 40,000 soldiers onDuring several trips to the Black Rock Desert, mostly",1,CEAS-08,535,3.0,"distance_to_synthetic, dbscan, tsne_visual",0.4576229,-4.3742676,12.386972,-73.30903
Re: Current status of blead@32211 on VMS for me.,"
On Nov 4, 2007, at 10:44 PM, Craig A. Berry wrote:

> At 7:14 PM +0100 11/3/07, Jos I. Boumans wrote:
>> Hi John,
>>
>> On Nov 3, 2007, at 6:24 PM, John E. Malmberg wrote:
>>
>>> [-.lib.CPANPLUS.T]20_Cpanplus-Dist-MM.t
>>>
>>> This is spawning a script to run Make Maker, with the  
>>> instructions to use PERL_ROOT[lib] as the include path.  As  
>>> PERL_ROOT is pointing to an incompatible and older version of the  
>>> include library, the test fails.
>>
>> I believe I've applied all patches you sent, but there wasn't one for
>> this specific issue. If there's something I can do to help you  
>> track it
>> down, then by all means ask of course.
>
> As far as I can tell, the assignment of perl_root is irrelevant, or
> at least is not the first problem we trip over.  The problem is that
> we're putting a garbage path at the beginning of @INC.  With
> blead@32219 I see this:
>
> ok 8 - Extracting module to D0:[CRAIG.PERL.LIB.CPANPLUS.T.dummy- 
> cpanplus.5_10_0.build.Foo-Bar-0_01]
> Can't locate strict.pm in @INC (@INC contains: //d0/craig/perl/lib/ 
> cpanplus/t////lib//d0/craig/perl/lib/cpanplus/t/inc/D0/CRAIG/PERL
> /lib perl_root:[lib.VMS_AXP.5_10_0] perl_root:[lib] perl_root: 
> [lib.site_perl.VMS_AXP] perl_root:[lib.site_perl] .) at d0:[craig.perl
> .lib.cpanplus.bin]cpanp-run-perl line 1.
> BEGIN failed--compilation aborted at d0: 
> [craig.perl.lib.cpanplus.bin]cpanp-run-perl line 1.
> %RMS-F-DIR, error in directory name
> not ok 9 - Testing module
> #   Failed test 'Testing module'
> #   at [-.lib.cpanplus.t]20_cpanplus-dist-mm.t line 103.
>
> I'll  try to hunt down later where that bogus path gets constructed.

My bet would be CPANPLUS/t/inc/conf.pl:

     ### paths to our own 'lib' and 'inc' dirs
     ### include them, relative from t/
     my @paths   = map { ""$FindBin::Bin/$_"" } qw[../lib inc];

     ### absolute'ify the paths in @INC;
     my @rel2abs = map { File::Spec->rel2abs( $_ ) }
                     grep { not File::Spec->file_name_is_absolute 
( $_ ) } @INC;

     ### use require to make devel::cover happy
     require lib;
     for ( @paths, @rel2abs ) {
         my $l = 'lib';
         $l->import( $_ )
     }

Perhaps File::Spec strikes again?



--
	Jos Boumans

	""Two rules to success in life:
   	1. Don't tell people everything you know""
		--Sassan Tat


",0,CEAS-08,537,3.0,"distance_to_synthetic, dbscan, statistical",-2.677291,0.59447354,-42.880043,18.17389
Replica watches from Officine Panerai closest to original   ,"
Sometimes even the professional jewelers 

What to look for when purchasing a replica watch

Best Frank Muller replica watches at Replica Classics 

http://halmscapsic.com/


",1,CEAS-08,539,4.0,"distance_to_synthetic, dbscan, statistical, tsne_visual",1.5386616,-2.1969688,60.58522,-40.869682
Secure SMTP Message,"dByFEOO
Protected message is attached.	",1,CEAS-08,542,3.0,"distance_to_synthetic, dbscan, tsne_visual",4.5099363,4.9482975,33.891144,60.767994
More inches of pleasure,"Buck up, your troubles caused by small dimension will soon be over!
Initiate crucial changes in your love life!
http://dearbright.com/


(loan)and image based upon distinctive taste, style andstraight to Sissoko, and he was unfortunate to see his",1,CEAS-08,547,2.0,"dbscan, tsne_visual",-1.419791,-0.7929779,3.118605,-73.40153
Coming fast and furious,Mens best flavored ice cream cone for women http://www.fiftywait.com/,1,CEAS-08,548,2.0,"dbscan, tsne_visual",3.8308797,-3.8388302,-3.903945,-73.8969
cdca,"Find health information on a variety of health topics including skin care, osteoporosis, and smoking, arthritis, heart health and cough and coldhealth.
We offer medications, guaranteed shipping to all American States and worldwide, 24 hour client support and free consultations with licensed physicians.",1,CEAS-08,549,3.0,"distance_to_synthetic, dbscan, statistical",0.5581205,-1.9076505,-30.254492,35.550056
RE: [UAI] Feature selection for clustering,"Hello,

I think that the problem is too complex and open to expect to find a tool
that does the job. The question of what constitutes an
interesting/relevant/useful feature for clustering is hard to answer. One
approach is to go for feature extraction (dimensionality reduction) rather
than feature selection.

If you have not already done so, you could look at the following references:

R. A. Jarvis, E. A. Patrick. Clustering using a similarity measure based on
shared nearest neighbours. IEEE Trans. Comput. C-22, 1025-1034 (1973).

L. Ertoez, M. Steinbach, V.Kumar. Finding clusters of different sizes,
shapes and densities in noisy, high dimensional data. Technical Report,
2002.

T. Hofmann. Unsupervised learning by probabilistic latent semantic analysis.
Machine Learning Journal, 42(1) 177-196, 2001.

L. Talavera, Feature selection and incremental learning of probabilistic
concept hierarchies. Proceedings of the Seventeenth International Conference
on Machine Learning, ICML2000.

http://www-stat.stanford.edu/~jhf/COSA.html

Best regards,

George

-----Original Message-----
From: nhi-pljlbix@engr.orst.edu [mailto:nhi-pljlbix@engr.orst.edu] On Behalf
Of Estevam Rafael Hruschka Junior
Sent: Wednesday, May 25, 2005 5:21 PM
To: faq@engr.orst.edu
Subject: [UAI] Feature selection for clustering

Dear all,

I'm performing a clustering task and need to reduce the amount of my dataset

features (attributes). Looking for a feature selection tool, I've only faced

packages for classification. As I do not have the class information (in my 
dataset) I am not able to use them.

Do you know about any (free) feature selection software for clustering 
tasks?



Thank you so much in advance.

Best regards,



Estevam.

-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-
Estevam Rafael Hruschka Junior, PhD
Departamento de Computação
Universidade Federal de São Carlos (DC-UFSCar)
Rod. Washington Luiz, km 235
Caixa Postal (PO Box) 676
13565-905 São Carlos - SP - Brazil
phone: +55 16 3351-8608
http://www.dc.ufscar.br/~estevam


",0,CEAS-08,554,2.0,"dbscan, statistical",4.10497,0.95262516,6.8869505,29.429928
